file_location,filename,location,datetime,top,left,label,model_prob,ImageHeight,ImageWidth,GPSLongitude,GPSLatitude,GPSAltitude,Roll,Pitch,Yaw,FOV,Site,x,y,PixSize,meterx,metery
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_012128_IMG_6138_NIR.jpg,surprisebeach,2015:08:08 01:21:28,0.5971128608923885,0.8510375494071146,0,0.015566,3048,4048,-85.72899928,9.987161402,89.47994269,0.455835998,1.970512986,219.5733948,73.34058337,surprisebeach,1471.0,-346.0,0.032917069,48.42100914,-11.38930603
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173740_IMG_9385_NIR.jpg,surprisebeach,2015:08:06 17:37:40,0.36253280839895013,0.9313241106719368,0,0.042235,3048,4048,-85.71744564,9.998210411,85.2639843,8.700699806,2.064997673,46.27698517,73.34058337,surprisebeach,1796.0,369.0,0.031366141,56.33358909,11.574106
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173431_IMG_9360_NIR.jpg,surprisebeach,2015:08:06 17:34:31,0.0,0.40143280632411066,0,0.082847,3048,4048,-85.72988887,9.985365075,90.21199797,-3.695595503,5.02391386,28.89348412,73.34058337,surprisebeach,-349.0,1474.0,0.033186371,-11.58204358,48.91671129
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173407_IMG_9358_NIR.jpg,surprisebeach,2015:08:06 17:34:07,0.5971128608923885,0.6101778656126482,0,0.095192,3048,4048,-85.73068084,9.985394493,84.95497954,6.602323532,5.386929512,209.8097382,73.34058337,surprisebeach,496.0,-346.0,0.031252467,15.50122366,-10.8133536
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173431_IMG_9360_NIR.jpg,surprisebeach,2015:08:06 17:34:31,0.23458005249343833,0.786808300395257,0,0.25753,3048,4048,-85.72988887,9.985365075,90.21199797,-3.695595503,5.02391386,28.89348412,73.34058337,surprisebeach,1211.0,759.0,0.033186371,40.18869564,25.18845581
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173210_IMG_9342_NIR.jpg,surprisebeach,2015:08:06 17:32:10,0.6184383202099738,0.7707509881422925,0,0.15199,3048,4048,-85.7227896,9.993587991,89.58225256,-1.428709865,1.795695543,227.8190155,73.34058337,surprisebeach,1146.0,-411.0,0.032954706,37.76609338,-13.54438427
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_IMG_9321_NIR.jpg,surprisebeach,2015:08:06 17:30:08,0.21325459317585302,0.674407114624506,0,0.033335,3048,4048,-85.71173986,10.00483325,88.91625207,7.739830971,0.560521603,212.0684967,73.34058337,surprisebeach,756.0,824.0,0.032709704,24.72853626,26.95279614
duke_turtles_r1/6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004023_to_20150807_004912,6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004854_IMG_9787_NIR.jpg,surprisebeach,2015:08:07 00:48:54,0.6824146981627297,0.44960474308300397,0,0.19479,3048,4048,-85.7126253,10.00315644,93.12160414,-4.308005333,5.795262814,55.16453171,73.34058337,surprisebeach,-154.0,-606.0,0.034256731,-5.275536545,-20.75957887
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173850_IMG_9392_NIR.jpg,surprisebeach,2015:08:06 17:38:50,0.916994750656168,0.16057312252964426,0,0.057069,3048,4048,-85.71405705,10.00167683,78.93328841,-12.92854023,5.013669491,22.53042221,73.34058337,surprisebeach,-1324.0,-1321.0,0.029037262,-38.44533483,-38.35822304
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011916_IMG_6120_NIR.jpg,surprisebeach,2015:08:08 01:19:16,0.021325459317585303,0.674407114624506,0,0.019569,3048,4048,-85.72007001,9.99638763,89.16297118,-0.07876192,3.554768085,217.7683105,73.34058337,surprisebeach,756.0,1409.0,0.032800465,24.79715142,46.21585495
duke_turtles_r1/9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144009_to_20150809_144921,9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144009_IMG_6851_NIR.jpg,surprisebeach,2015:08:09 14:40:09,0.34120734908136485,0.11240118577075099,0,0.025005,3048,4048,-85.71171024,10.00503247,83.04006163,5.345655441,4.113059044,236.6354523,73.34058337,surprisebeach,-1519.0,434.0,0.030548024,-46.4024491,13.2578426
duke_turtles_r1/6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004023_to_20150807_004912,6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004842_IMG_9785_NIR.jpg,surprisebeach,2015:08:07 00:48:42,0.40518372703412076,0.4817193675889328,0,0.69633,3048,4048,-85.71367935,10.0020868,92.50441767,0.750221729,4.184622765,60.66659164,73.34058337,surprisebeach,-24.0,239.0,0.034029686,-0.81671246,8.133094919
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234110_IMG_6791_NIR.jpg,surprisebeach,2015:08:08 23:41:10,0.5971128608923885,0.8349802371541502,0,0.34679,3048,4048,-85.71997559,9.996436902,85.97678418,4.77644825,2.664618969,226.3266144,73.34058337,surprisebeach,1406.0,-346.0,0.031628359,44.46947313,-10.94341231
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011732_IMG_6106_NIR.jpg,surprisebeach,2015:08:08 01:17:32,0.6824146981627297,0.4174901185770751,0,0.16828,3048,4048,-85.71315543,10.00352793,92.57813998,-7.829753876,3.563076496,215.6729736,73.34058337,surprisebeach,-284.0,-606.0,0.034056806,-9.672132946,-20.63842452
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173606_IMG_9374_NIR.jpg,surprisebeach,2015:08:06 17:36:06,0.6184383202099738,0.8670948616600791,0,0.83253,3048,4048,-85.7227525,9.992727149,88.85364527,-0.891568899,1.190538764,51.72528076,73.34058337,surprisebeach,1536.0,-411.0,0.032686673,50.20672946,-13.43422253
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173916_IMG_9395_NIR.jpg,surprisebeach,2015:08:06 17:39:16,0.916994750656168,0.529891304347826,0,0.76497,3048,4048,-85.71259016,10.00322532,87.61234991,3.630946398,2.824304104,82.71042633,73.34058337,surprisebeach,171.0,-1321.0,0.032230036,5.511336216,-42.57587802
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234257_IMG_6805_NIR.jpg,surprisebeach,2015:08:08 23:42:57,0.7463910761154856,0.9152667984189723,Certain Turtle,0.99641,3048,4048,-85.72688955,9.989326472,88.54371585,7.534549236,3.460311651,231.1594696,73.34058337,surprisebeach,1731.0,-801.0,0.032572659,56.38327239,-26.0906997
duke_turtles_r1/9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144009_to_20150809_144921,9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144407_IMG_6884_NIR.jpg,surprisebeach,2015:08:09 14:44:07,0.9596456692913385,0.7707509881422925,0,0.86762,3048,4048,-85.72808064,9.988112666,84.66065232,1.328539848,4.832331657,224.2125854,73.34058337,surprisebeach,1146.0,-1451.0,0.031144193,35.69124475,-45.1902235
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173732_IMG_9384_NIR.jpg,surprisebeach,2015:08:06 17:37:32,0.5757874015748031,0.754693675889328,0,0.68363,3048,4048,-85.71792809,9.997692288,84.71678161,4.781010628,-0.894438744,46.79103088,73.34058337,surprisebeach,1081.0,-281.0,0.031164841,33.68919308,-8.757320309
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234709_IMG_6848_NIR.jpg,surprisebeach,2015:08:08 23:47:09,0.27723097112860895,0.44960474308300397,0,0.5424,3048,4048,-85.71197436,10.00382275,86.56258412,-5.35785675,5.692878246,40.88748169,73.34058337,surprisebeach,-154.0,629.0,0.031843858,-4.903954138,20.02978671
duke_turtles_r1/9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144009_to_20150809_144921,9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144907_IMG_6927_NIR.jpg,surprisebeach,2015:08:09 14:49:07,0.23458005249343833,0.7386363636363636,0,0.98704,3048,4048,-85.71222185,10.00354343,84.05770887,-10.35662651,5.992166042,50.61595917,73.34058337,surprisebeach,1016.0,759.0,0.030922387,31.41714545,23.47009193
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011825_IMG_6113_NIR.jpg,surprisebeach,2015:08:08 01:18:25,0.10662729658792651,0.8510375494071146,0,0.025291,3048,4048,-85.71660201,9.999965866,88.91681736,-0.790577769,3.603134871,216.3322296,73.34058337,surprisebeach,1471.0,1149.0,0.032709912,48.11628055,37.58368889
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173740_IMG_9385_NIR.jpg,surprisebeach,2015:08:06 17:37:40,0.5331364829396326,0.9152667984189723,0,0.21471,3048,4048,-85.71744564,9.998210411,85.2639843,8.700699806,2.064997673,46.27698517,73.34058337,surprisebeach,1731.0,-151.0,0.031366141,54.29478993,-4.736287279
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173156_IMG_9340_NIR.jpg,surprisebeach,2015:08:06 17:31:56,0.4478346456692913,0.786808300395257,0,0.1664,3048,4048,-85.72176336,9.994648177,87.48097252,-7.753911018,4.519993305,224.8724213,73.34058337,surprisebeach,1211.0,109.0,0.032181706,38.97204649,3.507806001
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011902_IMG_6118_NIR.jpg,surprisebeach,2015:08:08 01:19:02,0.27723097112860895,0.7065217391304348,0,0.27605,3048,4048,-85.71906341,9.99740586,92.43026005,-3.523638487,2.398165941,212.6915283,73.34058337,surprisebeach,886.0,629.0,0.034002405,30.1261312,21.38751301
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173938_IMG_9398_NIR.jpg,surprisebeach,2015:08:06 17:39:38,0.7677165354330708,0.8028656126482213,0,0.12175,3048,4048,-85.71103772,10.00478212,84.72450331,10.26017952,6.201501846,92.58047485,73.34058337,surprisebeach,1276.0,-866.0,0.031167682,39.76996165,-26.99121222
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173042_IMG_9327_NIR.jpg,surprisebeach,2015:08:06 17:30:42,0.7250656167979003,0.12845849802371542,0,0.06534,3048,4048,-85.71498469,10.00175634,94.88440698,-9.352935791,3.335164547,246.949234,73.34058337,surprisebeach,-1454.0,-736.0,0.034905215,-50.75218221,-25.69023804
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234126_IMG_6793_NIR.jpg,surprisebeach,2015:08:08 23:41:26,0.5544619422572179,0.7065217391304348,0,0.3915,3048,4048,-85.72097891,9.995436477,84.95421595,7.567588329,2.163049936,228.4464569,73.34058337,surprisebeach,886.0,-216.0,0.031252186,27.68943693,-6.750472208
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011916_IMG_6120_NIR.jpg,surprisebeach,2015:08:08 01:19:16,0.0,0.7225790513833992,0,0.13466,3048,4048,-85.72007001,9.99638763,89.16297118,-0.07876192,3.554768085,217.7683105,73.34058337,surprisebeach,951.0,1474.0,0.032800465,31.19324206,48.34788517
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173523_IMG_9367_NIR.jpg,surprisebeach,2015:08:06 17:35:23,0.10662729658792651,0.9634387351778656,0,0.45014,3048,4048,-85.72633445,9.988985661,84.03441683,-21.53152657,3.013276577,56.96215057,73.34058337,surprisebeach,1926.0,1149.0,0.030913819,59.540015,35.51997779
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_012550_IMG_6178_NIR.jpg,surprisebeach,2015:08:08 01:25:50,0.8316929133858267,0.5620059288537549,0,0.060649,3048,4048,-85.71223547,10.00359284,87.43875969,0.158848494,5.969335079,43.38833237,73.34058337,surprisebeach,301.0,-1061.0,0.032166178,9.682019444,-34.12831439
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234444_IMG_6820_NIR.jpg,surprisebeach,2015:08:08 23:44:44,0.6824146981627297,0.08028656126482213,0,0.050763,3048,4048,-85.72699792,9.988321316,85.4795082,0.788455188,4.365054131,42.01735687,73.34058337,surprisebeach,-1649.0,-606.0,0.031445426,-51.8535073,-19.05592809
duke_turtles_r1/9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144009_to_20150809_144921,9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144921_IMG_6929_NIR.jpg,surprisebeach,2015:08:09 14:49:21,0.8743438320209974,0.3532608695652174,0,0.01724,3048,4048,-85.71123345,10.00459593,82.50959024,-12.85100651,5.123576641,40.55976868,73.34058337,surprisebeach,-544.0,-1191.0,0.030352879,-16.51196641,-36.15027939
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173916_IMG_9395_NIR.jpg,surprisebeach,2015:08:06 17:39:16,0.8743438320209974,0.8510375494071146,0,0.083343,3048,4048,-85.71259016,10.00322532,87.61234991,3.630946398,2.824304104,82.71042633,73.34058337,surprisebeach,1471.0,-1191.0,0.032230036,47.41038347,-38.38597329
duke_turtles_r1/9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144009_to_20150809_144921,9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144914_IMG_6928_NIR.jpg,surprisebeach,2015:08:09 14:49:14,0.42650918635170604,0.5780632411067194,0,0.066662,3048,4048,-85.71175371,10.00408278,84.42597188,10.29424763,5.730443954,43.73252487,73.34058337,surprisebeach,366.0,174.0,0.031057861,11.36717695,5.404067729
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234653_IMG_6845_NIR.jpg,surprisebeach,2015:08:08 23:46:53,0.7463910761154856,0.11240118577075099,0,0.9416,3048,4048,-85.71356084,10.0021884,85.2885514,-6.604395866,3.430598736,35.61045456,73.34058337,surprisebeach,-1519.0,-801.0,0.031375178,-47.65889605,-25.13151793
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173819_IMG_9389_NIR.jpg,surprisebeach,2015:08:06 17:38:19,0.8956692913385826,0.6101778656126482,0,0.047405,3048,4048,-85.71550195,10.00017124,83.3484802,-8.658820152,6.719535828,47.22659302,73.34058337,surprisebeach,496.0,-1256.0,0.030661483,15.20809539,-38.51082221
duke_turtles_r1/6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004023_to_20150807_004912,6Aug20156Aug20157RioBeach3KMLanePM20150806surprisebeach3kmlanePMimg_20150807_004854_IMG_9787_NIR.jpg,surprisebeach,2015:08:07 00:48:54,0.7677165354330708,0.22480237154150198,0,0.026962,3048,4048,-85.7126253,10.00315644,93.12160414,-4.308005333,5.795262814,55.16453171,73.34058337,surprisebeach,-1064.0,-866.0,0.034256731,-36.44916158,-29.66632888
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_012416_IMG_6163_NIR.jpg,surprisebeach,2015:08:08 01:24:16,0.8103674540682415,0.04817193675889328,0,0.036768,3048,4048,-85.71994489,9.995610537,88.01853172,-0.270223618,4.61568594,48.25185776,73.34058337,surprisebeach,-1779.0,-996.0,0.032379459,-57.60305726,-32.249941
duke_turtles_r1/9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144009_to_20150809_144921,9Aug20159Aug20151RioBeach3KMLaneAM20150809cr7riobeach3kmlaneamimg_20150809_144921_IMG_6929_NIR.jpg,surprisebeach,2015:08:09 14:49:21,0.8743438320209974,0.19268774703557312,0,0.078886,3048,4048,-85.71123345,10.00459593,82.50959024,-12.85100651,5.123576641,40.55976868,73.34058337,surprisebeach,-1194.0,-1191.0,0.030352879,-36.24133803,-36.15027939
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173758_IMG_9387_NIR.jpg,surprisebeach,2015:08:06 17:37:58,0.8103674540682415,0.4656620553359684,0,0.095019,3048,4048,-85.71650069,9.999229603,93.65963744,4.146193981,4.419544697,25.42444611,73.34058337,surprisebeach,-89.0,-996.0,0.034454658,-3.066464528,-34.31683899
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173121_IMG_9334_NIR.jpg,surprisebeach,2015:08:06 17:31:21,0.6184383202099738,0.4977766798418972,0,0.13441,3048,4048,-85.71865969,9.997881926,90.4473342,-2.288161993,5.574279308,217.9789124,73.34058337,surprisebeach,41.0,-411.0,0.033272945,1.364190731,-13.67518025
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173850_IMG_9392_NIR.jpg,surprisebeach,2015:08:06 17:38:50,0.8530183727034121,0.529891304347826,0,0.037583,3048,4048,-85.71405705,10.00167683,78.93328841,-12.92854023,5.013669491,22.53042221,73.34058337,surprisebeach,171.0,-1126.0,0.029037262,4.965371794,-32.69595696
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173105_IMG_9331_NIR.jpg,surprisebeach,2015:08:06 17:31:05,0.8530183727034121,0.2408596837944664,0,0.33573,3048,4048,-85.7170142,9.999566631,88.58836443,-14.83158684,4.488152027,218.7068176,73.34058337,surprisebeach,-999.0,-1126.0,0.032589084,-32.55649463,-36.69530827
duke_turtles_r1/8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011710_to_20150808_012603,8Aug20158Aug20158RioBeach3KMLanePM20150807cr5surprisebeach3kmlaneimg_20150808_011740_IMG_6107_NIR.jpg,surprisebeach,2015:08:08 01:17:40,0.49048556430446194,0.20874505928853754,Certain Turtle,0.99376,3048,4048,-85.71367358,10.00300552,91.70137825,0.756616831,2.333675146,219.4807129,73.34058337,surprisebeach,-1129.0,-21.0,0.033734271,-38.08599195,-0.708419691
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173054_IMG_9329_NIR.jpg,surprisebeach,2015:08:06 17:30:54,0.8530183727034121,0.8028656126482213,0,0.21702,3048,4048,-85.71595693,10.00060108,87.60780287,5.239520073,4.983891487,221.1623993,73.34058337,surprisebeach,1276.0,-1126.0,0.032228364,41.12339199,-36.28913744
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173340_IMG_9354_NIR.jpg,surprisebeach,2015:08:06 17:33:40,0.8956692913385826,0.22480237154150198,0,0.99943,3048,4048,-85.72872222,9.987448558,87.61171662,2.262543201,4.891166687,234.5273743,73.34058337,surprisebeach,-1064.0,-1256.0,0.032229803,-34.2925108,-40.48063305
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173657_IMG_9380_NIR.jpg,surprisebeach,2015:08:06 17:36:57,0.3198818897637795,0.8349802371541502,0,0.26838,3048,4048,-85.71984809,9.995671822,91.05920444,-1.931920528,-2.565259933,45.1220932,73.34058337,surprisebeach,1406.0,499.0,0.033498034,47.09823569,16.71551893
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173623_IMG_9376_NIR.jpg,surprisebeach,2015:08:06 17:36:23,0.14927821522309712,0.19268774703557312,0,0.051615,3048,4048,-85.72178964,9.993700747,84.40152672,2.433142424,12.49032879,64.31163025,73.34058337,surprisebeach,-1194.0,1019.0,0.031048868,-37.07234821,31.63879634
duke_turtles_r1/6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_to_20150806_173938,6Aug20156Aug20153RioBeach3KMLaneAM20150806cr4surprisebeach3kmlaneimg_20150806_173008_IMG_9321_NIR.jpg,surprisebeach,2015:08:06 17:30:08,0.7250656167979003,0.38537549407114624,0,0.89559,3048,4048,-85.71173986,10.00483325,88.91625207,7.739830971,0.560521603,212.0684967,73.34058337,surprisebeach,-414.0,-736.0,0.032709704,-13.54181748,-24.07434218
duke_turtles_r1/8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_233858_to_20150808_234719,8Aug20158Aug201510RioBeach3KMLanePM20150808cr6surprisebeach3kmlanepmimg_20150808_234627_IMG_6840_NIR.jpg,surprisebeach,2015:08:08 23:46:27,0.9596456692913385,0.11240118577075099,0,0.86173,3048,4048,-85.71617137,9.999480373,87.85029586,-7.394400597,3.625641584,39.5616188,73.34058337,surprisebeach,-1519.0,-1451.0,0.03231757,-49.09038845,-46.89279371
